,Areaname,STCOU,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,popini,2011,2012,2013,2014,2015,2016,2017,2018,2019,popfin,2021,FIPScounty,Percapdmg,Exposure,Recovery,NDamage,NExposure,NRecovery
1082,"Chesterfield, VA",51041,259903,265544,270741,276300,283030,289998,298496,304636,309837,313096,308633,313001,316895,320430,324337.0,328176.0,331839.0,335594.0,339447.0,343551.0,348500.0,359798.0,51041,5.848929999999999,828.0196747050417,0.12917283634608095,-0.23571893388001353,-0.2465189782048915,0.7746419814199224
1083,"Fairfax, VA",51059,969749,991564,998613,1003070,1010938,1019490,1018981,1027727,1044178,1065142,1048554,1064735,1083770,1101071,1117072.0,1128722.0,1132887.0,1142004.0,1143529.0,1145862.0,1149439.0,1146825.0,51059,1.87497,1188.4083341875257,0.096213452049203,-0.23642980842560707,0.0021582877087719574,0.44594866973670383
1084,"Frederick, VA",51069,59209,61360,63313,65379,67442,69921,72456,74670,76060,77477,75835,77277,78397,79453,80377.0,81340.0,82321.0,83784.0,85153.0,86415.0,88054.0,90287.0,51069,2.71342,202.86531790083,0.16112612909606383,-0.23627982383523555,-0.677891254034348,1.0933018665249399
1085,"Hanover, VA",51085,86320,88845,91370,93466,95295,96451,98025,98830,99404,99651,99172,99638,99964,100328,100689.0,101340.0,102199.0,103218.0,104449.0,105537.0,106538.0,109232.0,51085,25.73073,971.9263820268205,0.0742749969749526,-0.23216241455405617,-0.14721972007949238,0.22716353143993268
1086,"Henrico, VA",51087,262300,267722,270608,274555,280290,286441,291460,296408,300198,304763,300053,303845,307576,311314,314878.0,318864.0,321921.0,324073.0,325642.0,327535.0,330076.0,331924.0,51087,8.92768,704.1445764846719,0.1000589895785078,-0.2351681973332828,-0.33199592074926493,0.4842989755046738
1087,"James City, VA",51095,48102,49786,51722,53734,56182,58428,61133,63007,64436,66118,64386,65818,66939,68171,69832.0,70673.0,71900.0,73028.0,74153.0,74916.0,76032.0,77733.0,51095,15.00272,1156.3993921262622,0.18087783058428852,-0.23408147494567383,-0.019928689744997626,1.2902792164373258
1088,"Loudoun, VA",51107,169599,189910,203543,220366,238299,254909,267194,279704,292570,303661,291653,303329,314980,326477,338916.0,351129.0,362435.0,374558.0,385143.0,395134.0,405312.0,413574.0,51107,15.88757,881.9805830623956,0.3897062605219216,-0.23392319017640878,-0.20928459026439994,3.372857810489202
1089,"Montgomery, VA",51121,83629,85236,85746,86708,87289,88696,90062,91548,92724,93772,92527,93379,94179,94910,95808.0,96467.0,97227.0,97692.0,97997.0,98140.0,98495.0,99294.0,51121,39.22546,448.784139173227,0.06450009186507723,-0.22974843452993476,-0.5082010640085355,0.12968155474358722
1090,"Prince William, VA",51153,280813,298843,311749,323377,337439,350612,359174,368016,374776,389001,379415,391439,404011,416668,428772.0,437271.0,443630.0,450763.0,456749.0,461423.0,466834.0,477224.0,51153,1.2973999999999999,1138.6927007472432,0.23040470197540952,-0.2365331259756827,-0.032146753451093524,1.7841947346467615
1091,"Roanoke, VA",51161,85778,85941,86569,87338,88177,89245,90489,91120,91704,92215,91583,92023,92432,92824,93194.0,93633.0,93655.0,93419.0,93583.0,93823.0,94103.0,96303.0,51161,91.12922,520.5757438056587,0.02751602371619187,-0.22046372562380687,-0.458663045855621,-0.23914863121733418
1092,"Spotsylvania, VA",51177,90395,96326,101802,106525,110580,115017,117891,119083,120195,121038,120212,121508,122854,124319,126200.0,127691.0,129181.0,130159.0,131412.0,132833.0,134683.0,138493.0,51177,5.15395,1069.0279955705275,0.1203789971051143,-0.23584325410258666,-0.08021715732813084,0.6869438582848681
1093,"Stafford, VA",51179,92446,98320,103943,109166,113798,117611,119892,122526,124323,126449,124587,127041,129446,131885,134672.0,137145.0,139548.0,141159.0,144012.0,146773.0,150185.0,154204.0,51179,4.02182,961.9089669703444,0.20546284925393501,-0.23604577310109265,-0.15413198915961288,1.535457680074018
1094,"York, VA",51199,56297,58651,60126,60620,61926,63076,63912,64710,64944,65197,64846,65289,65503,65762,65808.0,66471.0,66919.0,67196.0,67587.0,67982.0,68389.0,69635.0,51199,31.70026,1648.8878220100976,0.05463714030163773,-0.23109456612927157,0.31990074998679713,0.031321519156842635
1095,"Alexandria, VA",51510,128283,130932,130614,129421,128765,128181,127676,129175,132949,137523,133647,136968,140337,143684,146422.0,149315.0,151473.0,154710.0,156505.0,157613.0,158309.0,158185.0,51510,11.18791,341.3656882148612,0.18453089107873727,-0.23476388023542905,-0.5823225048201481,1.3267100108018077
1097,"Bristol, VA",51520,17367,17330,17087,17465,17536,17493,17684,17540,17631,17842,17704,17718,17747,17713,17595.0,17524.0,17340.0,17077.0,16843.0,16912.0,17059.0,16996.0,51520,8.80332,72.59205309474986,-0.0364324446452779,-0.23519044324378266,-0.7677830929177999,-0.8768860856998217
1098,"Buena Vista, VA",51530,6349,6423,6412,6555,6588,6634,6679,6618,6664,6677,6653,6647,6679,6699,6683.0,6666.0,6610.0,6495.0,6399.0,6484.0,6477.0,6649.0,51530,23.19617,79.73077374441192,-0.02645423117390651,-0.232615804670786,-0.7628571955939812,-0.7773765802720204
1099,"Charlottesville, VA",51540,45049,41436,41449,40695,40281,40597,41066,41538,42130,43054,42267,42758,43223,43663,44505.0,45084.0,45538.0,46487.0,47042.0,47096.0,47217.0,46597.0,51540,2.90772,324.4553299552316,0.11711264106749947,-0.2362450668361191,-0.5939910785862147,0.6543695427737076
1100,"Chesapeake, VA",51550,199184,202325,203970,206909,211927,215128,217271,217450,218458,220176,219268,220837,223233,225597,228168.0,230601.0,233194.0,235410.0,237820.0,239982.0,242647.0,247172.0,51550,177.72902000000002,1915.1126347935708,0.10662294543663461,-0.20497247924148518,0.5036025863776527,0.5497591906991225
1101,"Colonial Heights, VA",51570,16897,17002,17026,17056,17296,17348,17604,17462,17387,17525,17472,17439,17426,17481,17542.0,17515.0,17554.0,17582.0,17593.0,17428.0,17283.0,18127.0,51570,17.77589,582.2855837051143,-0.010817307692307692,-0.23358540151675067,-0.41608169968284453,-0.6214345845900605
1102,"Covington, VA",51580,6303,6319,6283,6230,6192,6073,5979,6057,5991,5948,5989,5982,5903,5880,5853.0,5736.0,5650.0,5675.0,5582.0,5598.0,5653.0,5716.0,51580,1039.30948,387.6194983131802,-0.05610285523459676,-0.05085023895855071,-0.550406209091373,-1.073052747690055
1103,"Danville, VA",51590,48411,47415,46929,46515,45788,45086,44586,44162,43765,43496,43787,43433,43185,42996,42704.0,42450.0,42360.0,41911.0,41512.0,41070.0,40668.0,42556.0,51590,378.45277000000004,847.8571700741616,-0.07123118733870784,-0.1690663793886732,-0.23283060599570032,-1.223922725562028
1104,"Emporia, VA",51595,5665,5618,5736,5693,5659,5657,5734,5755,5820,5865,5822,5850,5825,5773,5682.0,5672.0,5565.0,5495.0,5381.0,5442.0,5408.0,5761.0,51595,88.45985999999999,755.3239844594491,-0.07110958433527997,-0.22094122919128759,-0.2966808382366142,-1.222710018020306
1105,"Fairfax, VA",51600,21498,21668,21603,21518,21160,20860,21407,21682,22112,22418,22058,22277,22712,23027,23507.0,23402.0,23620.0,23580.0,23865.0,23531.0,23312.0,23980.0,51600,0.04606,11.878412746273323,0.05685012240456977,-0.23675696963638462,-0.8096770362710825,0.05339087608282523
1106,"Falls Church, VA",51610,10377,10550,10600,10596,10589,10840,10852,10947,11219,11787,11465,11840,12300,12731,13074.0,13308.0,13597.0,13843.0,14067.0,14128.0,14309.0,14494.0,51610,153.59545,872.9062269388814,0.24805931094635847,-0.20928956864532916,-0.21554612489194022,1.9602584571017694
1107,"Franklin, VA",51620,8346,8160,8044,8113,8177,8278,8489,8611,8538,8489,8549,8570,8531,8539,8534.0,8457.0,8413.0,8334.0,8211.0,8147.0,8015.0,8249.0,51620,569.02907,760.5314123573927,-0.06246344601707802,-0.13497548751673752,-0.2930875816286989,-1.1364848685611224
1108,"Fredericksburg, VA",51630,19279,20061,20501,20659,21567,21660,22479,22898,23277,23775,23375,24015,24932,25931,26632.0,27395.0,27853.0,28135.0,28469.0,28622.0,29059.0,28027.0,51630,2.53286,937.616936307982,0.2431657754010695,-0.2363121229796538,-0.17089410308762004,1.9114568050523124
1109,"Galax, VA",51640,6837,6775,6738,6744,6790,6821,6879,6880,6888,6966,6936,6959,6942,6977,6981.0,6876.0,6858.0,6788.0,6638.0,6517.0,6402.0,6681.0,51640,581.98885,515.5167069984338,-0.07698961937716263,-0.13265720104216502,-0.46215390886774754,-1.2813497114478576
1110,"Hampton, VA",51650,146437,143432,141844,140413,140200,141314,140839,140222,138957,137833,139046,138148,137471,136957,136904.0,137081.0,136789.0,136255.0,135583.0,135041.0,135169.0,136748.0,51650,36.23913,1658.2968106500362,-0.02788285891000101,-0.23028263869448157,0.32639318949183754,-0.791623824016312
1111,"Harrisonburg, VA",51660,40468,41646,42837,43176,43753,44572,45858,46551,47286,48294,47406,48230,49043,49926,50821.0,51388.0,51979.0,53064.0,53391.0,53273.0,53558.0,52062.0,51660,0.37592,2.6098510039401113,0.1297726026241404,-0.23669796323531125,-0.8160725776744807,0.7806232571135325
1112,"Hopewell, VA",51670,22354,22147,22291,22046,21998,22131,22295,22549,22576,22455,22506,22562,22501,22429,22375.0,22279.0,22332.0,22353.0,22408.0,22456.0,22500.0,23020.0,51670,87.8199,576.3195223102765,-0.00026659557451346307,-0.22105570726207793,-0.4201984325402874,-0.5162157347663839
1113,"Lexington, VA",51678,6867,6858,6842,6750,6810,6903,6978,6956,6963,7006,6990,6998,6990,7026,7114.0,7071.0,7036.0,7113.0,7110.0,7241.0,7205.0,7287.0,51678,58.30874,111.78137497644556,0.030758226037195996,-0.22633475698953825,-0.74074147226152,-0.20681519293345185
1114,"Lynchburg, VA",51680,65269,65003,65263,66496,67021,68773,70919,72869,74018,75137,73726,74849,75657,76467,77626.0,78158.0,78755.0,79237.0,80131.0,80569.0,80970.0,78973.0,51680,489.43408,893.1449893651862,0.09825570355098609,-0.14921369131037715,-0.20158086829125557,0.4663153854303188
1115,"Manassas, VA",51683,35135,35341,35878,36253,36564,36452,35631,34969,34858,36674,36067,36811,37943,39317,40436.0,40743.0,41149.0,41379.0,41457.0,41174.0,41038.0,42596.0,51683,0.639,313.0828138929997,0.1378268223029362,-0.23665090265205055,-0.6018384015429808,0.8609453928488869
1116,"Manassas Park, VA",51685,10290,10777,11150,11357,11982,12451,12490,12677,12744,13613,13195,13759,14409,15125,14992.0,15625.0,15827.0,16117.0,16423.0,16986.0,17548.0,17081.0,51685,1.45774,304.4615795673235,0.3298976885183782,-0.23650444384887706,-0.6077872706999315,2.7764062074551292
1117,"Martinsville, VA",51690,15416,15173,14867,14796,14448,14405,14281,14042,14040,14012,14029,13882,13854,13808,13745.0,13624.0,13551.0,13256.0,13101.0,12852.0,12646.0,13476.0,51690,239.96523,485.83621061522547,-0.09858150972984532,-0.19383946896880655,-0.4826342000681852,-1.4966786715278697
1118,"Newport News, VA",51700,180150,181873,183061,183404,185204,183651,183581,182528,181287,181000,181822,181009,180831,181025,181362.0,181323.0,181606.0,180775.0,180145.0,179673.0,179582.0,185069.0,51700,14.50064,1610.163896562042,-0.012319741285433006,-0.2341712886055626,0.2931802646094402,-0.6364178703474725
1119,"Norfolk, VA",51710,234403,236489,241704,239286,243836,239650,243406,241248,241201,241725,242143,241943,243056,244090,244745.0,245452.0,245724.0,245752.0,245592.0,244601.0,244300.0,238556.0,51710,109.37483999999999,2341.212553037294,0.00890795934633667,-0.21719989135608092,0.7976222784152559,-0.42472085691942574
1120,"Norton, VA",51720,3904,3896,3929,3944,3847,3767,3825,3869,3861,3903,3886,3934,3971,3998,4015.0,4007.0,3978.0,4043.0,3990.0,3970.0,3969.0,3696.0,51720,32.86961,176.4843395044658,0.021358723623262996,-0.23088538909933423,-0.6960947945929102,-0.30055339959354105
1121,"Petersburg, VA",51730,33740,33183,32803,32645,32292,31930,32181,32318,32321,32168,32303,32337,32226,32326,32439.0,32123.0,31997.0,32037.0,31827.0,31362.0,30791.0,33229.0,51730,72.65725,635.6835217278871,-0.04680679813020462,-0.22376805009611347,-0.37923577547424503,-0.980346167745587
1122,"Poquoson, VA",51735,11566,11523,11697,11797,11772,11879,12008,12089,12103,12153,12099,12097,12110,12117,12103.0,12077.0,12068.0,12022.0,12039.0,12090.0,12121.0,12382.0,51735,101.95326,2045.0561624263325,0.0018183320935614513,-0.2185274870817767,0.5932668982938336,-0.4954234234274725
1123,"Portsmouth, VA",51740,100565,99166,98297,97184,97428,98069,99213,97831,95802,95384,96785,96066,95786,95901,96007.0,96135.0,96071.0,95536.0,95311.0,95097.0,94961.0,97454.0,51740,46.19604,1699.424271657914,-0.018845895541664513,-0.22850151511201827,0.354772175035102,-0.7015011023555248
1124,"Radford, VA",51750,15859,16193,15963,15691,15743,15995,16163,16341,16304,16361,16318,16374,16511,16705,16993.0,17057.0,17186.0,17380.0,17630.0,17691.0,17833.0,16205.0,51750,72.51131,147.51837766152633,0.09284226008089226,-0.22379415630533142,-0.7160820389362961,0.4123288592935553
1125,"Richmond, VA",51760,197790,197575,197513,197306,196878,197465,198618,200201,202254,203678,201828,203165,205348,207878,211063.0,213735.0,216773.0,220892.0,223787.0,226622.0,229233.0,225676.0,51760,5.18863,720.0602506795668,0.13578393483560258,-0.23583705043439643,-0.32101370407895524,0.8405723348759068
1126,"Roanoke, VA",51770,94911,94931,93956,93716,93614,93932,94247,94916,95813,97023,95793,96264,96742,97355,97949.0,98736.0,99329.0,99572.0,99621.0,99229.0,99122.0,99578.0,51770,29.07049,407.4944226702897,0.0347520173707891,-0.23156498771221792,-0.5366920099363159,-0.16698639978045593
1127,"Salem, VA",51775,24747,24487,24554,24465,24096,24310,24508,24482,24673,24684,24641,24733,24792,24950,25120.0,25165.0,25290.0,25521.0,25519.0,25317.0,25290.0,25335.0,51775,92.20452,259.1422826225352,0.026338216793149627,-0.22027137255561377,-0.6390587287795028,-0.25089451987141465
1128,"Staunton, VA",51790,23853,23734,23691,23726,23501,23603,23638,23920,23945,23764,23806,23835,23906,23989,24132.0,24193.0,24234.0,24273.0,24452.0,24432.0,24660.0,25358.0,51790,0.23271,23.756825492546646,0.03587330924976897,-0.2367235810934866,-0.8014806318409902,-0.1558041174372659
1129,"Suffolk, VA",51800,63677,66448,69274,72721,75725,77957,80291,81273,82603,83648,82544,83465,84216,84842,85477.0,86184.0,87061.0,88057.0,89160.0,90093.0,91383.0,93268.0,51800,166.43525,1910.1400139579996,0.10708228338825354,-0.20699274457299024,0.500171352565826,0.5543400199749204
1130,"Virginia Beach, VA",51810,425257,428396,430183,431600,437494,436210,437739,434732,433331,435004,435996,436979,439528,442151,445623.0,448290.0,449733.0,450057.0,450135.0,450201.0,450882.0,457658.0,51810,54.65171,2676.3482601106653,0.034142515068945584,-0.2269889380933923,1.028874370156225,-0.17306476969983775
1131,"Waynesboro, VA",51820,19520,19744,20010,20163,20351,20533,20728,20747,20920,20985,20885,21006,21030,21099,21177.0,21150.0,21366.0,21620.0,21926.0,22140.0,22300.0,22149.0,51820,3.37887,50.221530124323905,0.06775197510174767,-0.23616078603254875,-0.7832193180679832,0.16211153767775263
1132,"Williamsburg, VA",51830,11998,12024,11829,11796,11986,12400,12810,13142,13296,13687,13421,13741,14207,14579,14401.0,14754.0,14988.0,14817.0,14788.0,14927.0,15034.0,15299.0,51830,89.69385999999999,1505.1811778414603,0.1201847850383727,-0.22072048736468075,0.22073954048369587,0.685007043967855
1133,"Winchester, VA",51840,23585,24224,24602,24649,25175,25565,25757,25701,26004,26036,25953,26117,26330,26587,27031.0,27168.0,27349.0,27516.0,27789.0,27897.0,27912.0,28194.0,51840,2.98827,41.14072487651461,0.0754826031672639,-0.23623065779711325,-0.7894853027539673,0.239206598597518
1134,"Asotin, WA",53003,20551,20447,20490,20487,20783,20908,21133,21188,21393,21415,21363,21526,21658,21802,21955.0,22040.0,22113.0,22259.0,22337.0,22421.0,22636.0,22285.0,53003,71.69871,222.2480733009087,0.05958900903431166,-0.22393951676586685,-0.6645166638746952,0.0807049092742774
1135,"Benton, WA",53005,142475,145909,150323,153596,155689,157726,159564,161669,166573,171122,167077,171303,175424,178992,182053.0,184930.0,187519.0,190529.0,194168.0,197518.0,200715.0,204551.0,53005,3.52203,135.1725608115928,0.20133231982858202,-0.2361351771185317,-0.724600963988269,1.4942652420237459
1136,"Chelan, WA",53007,66616,66574,66742,67173,67882,68747,69536,70214,70813,71679,70995,71787,72431,73047,73664.0,74267.0,74761.0,75138.0,75757.0,76229.0,76653.0,78508.0,53007,846.5547300000001,4378.768826591662,0.0796957532220579,-0.08533081886304035,2.2035875049025218,0.28122298554379194
1137,"Clallam, WA",53009,64525,64756,65777,66301,67411,68720,69642,70186,70769,71077,70638,71077,71411,71731,72024.0,72397.0,72969.0,73439.0,74487.0,75392.0,76482.0,76727.0,53009,5.52968,91.55976217889908,0.08273167416971035,-0.23577604233069765,-0.7546948951857588,0.31149924620764374
1138,"Clark, WA",53011,345238,357211,366405,374098,384931,394277,401698,408820,415282,421236,414816,421154,426984,432549,438272.0,444506.0,450893.0,457474.0,465384.0,473252.0,481950.0,496494.0,53011,211.56434000000002,802.5731019660143,0.16184043045591298,-0.19891991008376547,-0.26407775528933536,1.1004253636568593
1139,"Columbia, WA",53013,4064,4034,3995,4003,4027,3974,3895,3897,3903,3977,3957,3988,4001,4027,4031.0,3989.0,3971.0,3999.0,4001.0,3992.0,4024.0,3969.0,53013,17.62081,9.509024445249311,0.01693201920646955,-0.23361314271810413,-0.8113119739670482,-0.34469949533042027
1140,"Cowlitz, WA",53015,92948,93608,94325,94516,95541,96536,99162,100744,101688,102126,101244,101901,102138,102110,102072.0,102338.0,102854.0,103590.0,105112.0,106778.0,108399.0,109457.0,53015,6581.67764,151.1951289516493,0.07067085456915966,0.9405861235745615,-0.7135449877993781,0.19122058139974574
1141,"Douglas, WA",53017,32603,32787,33044,33481,34086,34622,35558,36503,37216,37935,37160,37842,38369,38807,39183.0,39599.0,40101.0,40585.0,41371.0,42023.0,42520.0,42622.0,53017,3675.50438,3659.804431504243,0.1442411194833154,0.42072065043980733,1.7074839362820444,0.924913110308308
1142,"Franklin, WA",53021,49347,50511,52365,55447,58165,61360,64585,67586,70775,74478,71329,75102,78680,81835,84508.0,86443.0,87810.0,89124.0,90660.0,92009.0,93681.0,95313.0,53021,40.871629999999996,36.7200884639841,0.3133648305738199,-0.22945396242887695,-0.7925356533899864,2.611529346272385
1143,"Grant, WA",53025,74698,76044,76944,77955,78734,79531,81036,82645,84944,87340,85142,87179,88885,90202,91458.0,92070.0,92530.0,93420.0,94860.0,95502.0,96648.0,97874.0,53025,31.586389999999998,1552.9337370199917,0.13513894435178878,-0.2311149355553621,0.2536900108840408,0.8341400527610675
1144,"Grays Harbor, WA",53027,67194,67896,68264,69065,69775,70423,71256,71827,72027,72468,72092,72348,72272,72092,71734.0,71419.0,71233.0,71454.0,71967.0,72779.0,73769.0,74737.0,53027,58.62653,110.45561874441867,0.023261943072740387,-0.2262779097082762,-0.7416562775040653,-0.2815732057260272
1145,"Island, WA",53029,71558,73884,74840,74670,77667,77589,79136,78726,78375,78248,78633,78599,78707,78806,78951.0,79329.0,80113.0,80323.0,81636.0,82866.0,84187.0,85938.0,53029,69.41691,325.0314780894855,0.0706319229839889,-0.2243476923736071,-0.593593521840136,0.19083232925451185
1146,"King, WA",53033,1737034,1754090,1758685,1763440,1775297,1795268,1822967,1847986,1875020,1912012,1879189,1908379,1940777,1974567,2008997.0,2045756.0,2079550.0,2118119.0,2163257.0,2195502.0,2225064.0,2240876.0,53033,26.267500000000002,626.8393619353462,0.18405546222333144,-0.23206639543714552,-0.3853384688266686,1.3219687121311312
